ensembl,gene_symbol,DeepLOF_score
ENSG00000105255,FSD1,0.6981417
ENSG00000105258,POLR2I,0.7925215
ENSG00000105261,OVOL3,0.3482377
ENSG00000105270,CLIP3,0.8167542
ENSG00000105278,ZFR2,0.109550536
ENSG00000105281,SLC1A5,0.64961183
ENSG00000105287,PRKD2,0.89787877
ENSG00000105289,TJP3,0.17069447
ENSG00000105290,APLP1,0.69599646
ENSG00000105298,CACTIN,0.9351176
ENSG00000105321,CCDC9,0.5246749
ENSG00000105323,HNRNPUL1,0.91586083
ENSG00000105325,FZR1,0.9367684
ENSG00000105327,BBC3,0.2843657
ENSG00000105329,TGFB1,0.74500453
ENSG00000105339,DENND3,0.5268564
ENSG00000105341,ATP5SL,0.22183192
ENSG00000105352,CEACAM4,0.12307584
ENSG00000105355,PLIN3,0.2516693
ENSG00000105357,MYH14,0.7416558
ENSG00000105364,MRPL4,0.25371075
ENSG00000105366,SIGLEC8,0.26462674
ENSG00000105369,CD79A,0.7433904
ENSG00000105370,LIM2,0.23817968
ENSG00000105371,ICAM4,0.21757138
ENSG00000105372,RPS19,0.935444
ENSG00000105373,GLTSCR2,0.6012356
ENSG00000105374,NKG7,0.17055106
ENSG00000105376,ICAM5,0.65915877
ENSG00000105379,ETFB,0.57793766
ENSG00000105383,CD33,0.16527009
ENSG00000105388,CEACAM5,0.3148837
ENSG00000105392,CRX,0.57518744
ENSG00000105393,BABAM1,0.7926065
ENSG00000105397,TYK2,0.57644176
ENSG00000105398,SULT2A1,0.10596967
ENSG00000105401,CDC37,0.81244993
ENSG00000105402,NAPA,0.7087315
ENSG00000105404,RABAC1,0.3865047
ENSG00000105409,ATP1A3,0.96535236
ENSG00000105419,MEIS3,0.3764273
ENSG00000105426,PTPRS,0.8321439
ENSG00000105427,CNFN,0.29934275
ENSG00000105428,ZNRF4,0.26113975
ENSG00000105429,MEGF8,0.7249539
ENSG00000105438,KDELR1,0.89797944
ENSG00000105443,CYTH2,0.7623627
ENSG00000105447,GRWD1,0.50879455
ENSG00000105464,GRIN2D,0.91892785
ENSG00000105467,SYNGR4,0.10535896
ENSG00000105472,CLEC11A,0.3056612
ENSG00000105479,CCDC114,0.23930067
ENSG00000105483,CARD8,0.35551703
ENSG00000105486,LIG1,0.69178206
ENSG00000105492,SIGLEC6,0.4029125
ENSG00000105497,ZNF175,0.43675327
ENSG00000105499,PLA2G4C,0.21014786
ENSG00000105501,SIGLEC5,0.22797209
ENSG00000105507,CABP5,0.20426905
ENSG00000105509,HAS1,0.13692558
ENSG00000105514,RAB3D,0.4167779
ENSG00000105516,DBP,0.7941686
ENSG00000105518,TMEM205,0.5237638
ENSG00000105519,CAPS,0.15761065
ENSG00000105520,LPPR2,0.83855486
ENSG00000105523,FAM83E,0.13363904
ENSG00000105538,RASIP1,0.840828
ENSG00000105549,THEG,0.10921359
ENSG00000105550,FGF21,0.32135564
ENSG00000105552,BCAT2,0.26083565
ENSG00000105556,MIER2,0.74692434
ENSG00000105559,PLEKHA4,0.3288588
ENSG00000105568,PPP2R1A,0.87952363
ENSG00000105576,TNPO2,0.9481737
ENSG00000105583,WDR83OS,0.62586164
ENSG00000105605,CACNG7,0.8120393
ENSG00000105607,GCDH,0.6131188
ENSG00000105609,LILRB5,0.08315778
ENSG00000105610,KLF1,0.35821116
ENSG00000105612,DNASE2,0.47545087
ENSG00000105613,MAST1,0.9050102
ENSG00000105617,LENG1,0.18342912
ENSG00000105618,PRPF31,0.8775947
ENSG00000105619,TFPT,0.3490976
ENSG00000105639,JAK3,0.6523795
ENSG00000105640,RPL18A,0.92861193
ENSG00000105641,SLC5A5,0.59577566
ENSG00000105642,KCNN1,0.724494
ENSG00000105643,ARRDC2,0.21331573
ENSG00000105647,PIK3R2,0.71228576
ENSG00000105649,RAB3A,0.8931757
ENSG00000105650,PDE4C,0.45140898
ENSG00000105655,ISYNA1,0.5087186
ENSG00000105656,ELL,0.8275539
ENSG00000105662,CRTC1,0.7540484
ENSG00000105664,COMP,0.51143855
ENSG00000105668,UPK1A,0.06905198
ENSG00000105669,COPE,0.699392
ENSG00000105671,DDX49,0.28035784
ENSG00000105672,ETV2,0.21264225
ENSG00000105675,ATP4A,0.4742869
ENSG00000105676,ARMC6,0.19153869
ENSG00000105677,TMEM147,0.4952718
ENSG00000105679,GAPDHS,0.31487125
ENSG00000105695,MAG,0.7309561
ENSG00000105696,TMEM59L,0.51017493
ENSG00000105697,HAMP,0.40346658
ENSG00000105698,USF2,0.9110078
ENSG00000105699,LSR,0.35702932
ENSG00000105700,KXD1,0.5035249
ENSG00000105701,FKBP8,0.9512606
ENSG00000105705,SUGP1,0.8259877
ENSG00000105707,HPN,0.90119517
ENSG00000105708,ZNF14,0.34911776
ENSG00000105711,SCN1B,0.70057786
ENSG00000105717,PBX4,0.39965093
ENSG00000105722,ERF,0.9341625
ENSG00000105723,GSK3A,0.950637
ENSG00000105726,ATP13A1,0.81281084
ENSG00000105732,ZNF574,0.72120166
ENSG00000105737,GRIK5,0.82820064
ENSG00000105738,SIPA1L3,0.872278
ENSG00000105750,ZNF85,0.15639758
ENSG00000105755,ETHE1,0.34683824
ENSG00000105767,CADM4,0.88827235
ENSG00000105771,SMG9,0.36977994
ENSG00000105778,AVL9,0.6485391
ENSG00000105784,RUNDC3B,0.6310731
ENSG00000105792,CFAP69,0.491686
ENSG00000105793,GTPBP10,0.37417084
ENSG00000105808,RASA4,0.19245309
ENSG00000105810,CDK6,0.93033713
ENSG00000105819,PMPCB,0.29211718
ENSG00000105821,DNAJC2,0.79123247
ENSG00000105825,TFPI2,0.27113777
ENSG00000105829,BET1,0.37674928
ENSG00000105835,NAMPT,0.8942179
ENSG00000105849,TWISTNB,0.67610264
ENSG00000105851,PIK3CG,0.59695435
ENSG00000105852,PON3,0.26439315
ENSG00000105854,PON2,0.3928166
ENSG00000105855,ITGB8,0.84056723
ENSG00000105856,HBP1,0.7597121
ENSG00000105865,DUS4L,0.3709185
ENSG00000105866,SP4,0.88436806
ENSG00000105875,WDR91,0.59004
ENSG00000105877,DNAH11,0.41629553
ENSG00000105879,CBLL1,0.9138136
ENSG00000105880,DLX5,0.77225214
ENSG00000105887,MTPN,0.9027906
ENSG00000105889,STEAP1B,0.2572906
ENSG00000105894,PTN,0.64849097
ENSG00000105926,MPP6,0.8077939
ENSG00000105928,DFNA5,0.23762494
ENSG00000105929,ATP6V0A4,0.2568028
ENSG00000105939,ZC3HAV1,0.6083933
ENSG00000105948,TTC26,0.5126486
ENSG00000105953,OGDH,0.84777015
ENSG00000105954,NPVF,0.075995564
ENSG00000105963,ADAP1,0.7611595
ENSG00000105967,TFEC,0.39312464
ENSG00000105968,H2AFV,0.88153696
ENSG00000105971,CAV2,0.33776563
ENSG00000105974,CAV1,0.5660685
ENSG00000105976,MET,0.80747366
ENSG00000105982,RNF32,0.16784024
ENSG00000105983,LMBR1,0.47413492
ENSG00000105989,WNT2,0.70355403
ENSG00000105991,HOXA1,0.739046
ENSG00000105993,DNAJB6,0.79294753
ENSG00000105996,HOXA2,0.7742524
ENSG00000105997,HOXA3,0.7703575
ENSG00000106003,LFNG,0.746417
ENSG00000106004,HOXA5,0.7138996
ENSG00000106006,HOXA6,0.5620668
ENSG00000106009,BRAT1,0.20613933
ENSG00000106012,IQCE,0.0653888
ENSG00000106013,ANKRD7,0.13945866
ENSG00000106018,VIPR2,0.26695848
ENSG00000106025,TSPAN12,0.7703837
ENSG00000106028,SSBP1,0.6259122
ENSG00000106031,HOXA13,0.8973795
ENSG00000106034,CPED1,0.20424128
ENSG00000106038,EVX1,0.5005475
ENSG00000106049,HIBADH,0.49200356
ENSG00000106052,TAX1BP1,0.5687801
ENSG00000106066,CPVL,0.25224125
ENSG00000106069,CHN2,0.6599294
ENSG00000106070,GRB10,0.81998956
ENSG00000106077,ABHD11,0.41662323
ENSG00000106078,COBL,0.62638247
ENSG00000106080,FKBP14,0.21461034
ENSG00000106086,PLEKHA8,0.4430933
ENSG00000106089,STX1A,0.89189804
ENSG00000106100,NOD1,0.20572233
ENSG00000106105,GARS,0.765994
ENSG00000106113,CRHR2,0.13530844
ENSG00000106123,EPHB6,0.59601563
ENSG00000106125,FAM188B,0.19763482
ENSG00000106128,GHRHR,0.3133579
ENSG00000106144,CASP2,0.61258113
ENSG00000106153,CHCHD2,0.27124596
ENSG00000106178,CCL24,0.37985015
ENSG00000106211,HSPB1,0.2494728
ENSG00000106236,NPTX2,0.62834024
ENSG00000106244,PDAP1,0.7042415
ENSG00000106245,BUD31,0.6659822
ENSG00000106246,PTCD1,0.23994267
ENSG00000106258,CYP3A5,0.1477474
ENSG00000106261,ZKSCAN1,0.8689189
ENSG00000106263,EIF3B,0.9688969
ENSG00000106266,SNX8,0.62879306
ENSG00000106268,NUDT1,0.16288447
ENSG00000106278,PTPRZ1,0.7746146
ENSG00000106290,TAF6,0.51687884
ENSG00000106299,WASL,0.8417947
ENSG00000106302,HYAL4,0.08409655
ENSG00000106304,SPAM1,0.17842984
ENSG00000106305,AIMP2,0.4171011
ENSG00000106327,TFR2,0.42336774
ENSG00000106328,FSCN3,0.22168303
ENSG00000106330,MOSPD3,0.39311033
ENSG00000106331,PAX4,0.42298424
ENSG00000106333,PCOLCE,0.34164965
ENSG00000106336,FBXO24,0.56253403
ENSG00000106341,PPP1R17,0.2882778
ENSG00000106344,RBM28,0.3798595
ENSG00000106346,USP42,0.9323048
ENSG00000106348,IMPDH1,0.608414
ENSG00000106351,AGFG2,0.47053415
ENSG00000106355,LSM5,0.60133857
ENSG00000106366,SERPINE1,0.61392987
ENSG00000106367,AP1S1,0.690197
ENSG00000106384,MOGAT3,0.10842562
ENSG00000106392,C1GALT1,0.81873655
ENSG00000106397,PLOD3,0.40464854
ENSG00000106399,RPA3,0.19827133
ENSG00000106400,ZNHIT1,0.44348776
ENSG00000106404,CLDN15,0.5638312
ENSG00000106410,NOBOX,0.506049
ENSG00000106415,GLCCI1,0.70685947
ENSG00000106436,MYL10,0.19828767
ENSG00000106443,PHF14,0.7947551
ENSG00000106459,NRF1,0.9513689
ENSG00000106460,TMEM106B,0.71354616
ENSG00000106462,EZH2,0.9328469
ENSG00000106477,CEP41,0.43514276
ENSG00000106479,ZNF862,0.2937727
ENSG00000106483,SFRP4,0.3487721
ENSG00000106484,MEST,0.8051277
ENSG00000106511,MEOX2,0.88533574
ENSG00000106524,ANKMY2,0.38679588
ENSG00000106526,ACTR3C,0.24206722
ENSG00000106536,POU6F2,0.6189927
ENSG00000106537,TSPAN13,0.61440593
ENSG00000106538,RARRES2,0.34505075
ENSG00000106541,AGR2,0.35647082
ENSG00000106546,AHR,0.91443074
ENSG00000106554,CHCHD3,0.55552065
ENSG00000106560,GIMAP2,0.2745999
ENSG00000106565,TMEM176B,0.14665508
ENSG00000106571,GLI3,0.8900431
ENSG00000106588,PSMA2,0.8566452
ENSG00000106591,MRPL32,0.30133504
ENSG00000106603,COA1,0.38878882
ENSG00000106605,BLVRA,0.45321298
ENSG00000106608,URGCP,0.770192
ENSG00000106609,TMEM248,0.75207615
ENSG00000106615,RHEB,0.95264685
ENSG00000106617,PRKAG2,0.8503367
ENSG00000106624,AEBP1,0.4816113
ENSG00000106628,POLD2,0.6224451
ENSG00000106631,MYL7,0.21124399
ENSG00000106633,GCK,0.7874015
ENSG00000106635,BCL7B,0.6934201
ENSG00000106636,YKT6,0.721699
ENSG00000106638,TBL2,0.38606465
ENSG00000106648,GALNTL5,0.068511665
ENSG00000106665,CLIP2,0.87979215
ENSG00000106682,EIF4H,0.83949405
ENSG00000106683,LIMK1,0.8838768
ENSG00000106686,SPATA6L,0.08232814
ENSG00000106688,SLC1A1,0.5104922
ENSG00000106689,LHX2,0.91718376
ENSG00000106692,FKTN,0.3978322
ENSG00000106701,FSD1L,0.70177865
ENSG00000106714,CNTNAP3,0.3695196
ENSG00000106723,SPIN1,0.94700414
ENSG00000106733,NMRK1,0.26375258
ENSG00000106771,TMEM245,0.61127913
ENSG00000106772,PRUNE2,0.4024495
ENSG00000106780,MEGF9,0.87925327
ENSG00000106785,TRIM14,0.5508344
ENSG00000106789,CORO2A,0.35375327
ENSG00000106799,TGFBR1,0.85865766
ENSG00000106803,SEC61B,0.6097896
ENSG00000106804,C5,0.43731368
ENSG00000106809,OGN,0.34840447
ENSG00000106819,ASPN,0.3198802
ENSG00000106823,ECM2,0.34356624
ENSG00000106829,TLE4,0.9420135
ENSG00000106852,LHX6,0.88832015
ENSG00000106853,PTGR1,0.25661933
ENSG00000106868,SUSD1,0.29034472
ENSG00000106927,AMBP,0.10607386
ENSG00000106948,AKNA,0.6378536
ENSG00000106952,TNFSF8,0.71504545
ENSG00000106976,DNM1,0.870466
ENSG00000106991,ENG,0.8632237
ENSG00000106992,AK1,0.5313045
ENSG00000106993,CDC37L1,0.8217796
ENSG00000107014,RLN2,0.18090951
ENSG00000107018,RLN1,0.07174313
ENSG00000107020,PLGRKT,0.17510289
ENSG00000107021,TBC1D13,0.6077711
ENSG00000107036,RIC1,0.72746694
ENSG00000107077,KDM4C,0.6413817
ENSG00000107099,DOCK8,0.6351019
ENSG00000107104,KANK1,0.27614158
ENSG00000107105,ELAVL2,0.908529
ENSG00000107130,NCS1,0.8646427
ENSG00000107140,TESK1,0.85459924
ENSG00000107147,KCNT1,0.66425765
ENSG00000107159,CA9,0.17735183
ENSG00000107164,FUBP3,0.80626583
ENSG00000107165,TYRP1,0.060059667
ENSG00000107175,CREB3,0.32330894
ENSG00000107185,RGP1,0.3633362
ENSG00000107186,MPDZ,0.25676775
ENSG00000107187,LHX3,0.5457673
ENSG00000107201,DDX58,0.19959903
ENSG00000107223,EDF1,0.8559399
ENSG00000107242,PIP5K1B,0.5889823
ENSG00000107249,GLIS3,0.53669846
ENSG00000107262,BAG1,0.34155178
ENSG00000107263,RAPGEF1,0.86432016
ENSG00000107281,NPDC1,0.5446075
ENSG00000107282,APBA1,0.7586746
ENSG00000107290,SETX,0.7735093
ENSG00000107295,SH3GL2,0.64878273
ENSG00000107317,PTGDS,0.47185987
ENSG00000107331,ABCA2,0.8832222
ENSG00000107338,SHB,0.84755605
ENSG00000107341,UBE2R2,0.95386004
ENSG00000107362,ABHD17B,0.86725867
ENSG00000107371,EXOSC3,0.34643918
ENSG00000107372,ZFAND5,0.8589045
ENSG00000107404,DVL1,0.47278512
ENSG00000107438,PDLIM1,0.4057963
ENSG00000107443,CCNJ,0.9092809
ENSG00000107447,DNTT,0.21122122
ENSG00000107485,GATA3,0.8888018
ENSG00000107518,ATRNL1,0.8224334
ENSG00000107521,HPS1,0.4772274
ENSG00000107537,PHYH,0.35725236
ENSG00000107551,RASSF4,0.18076944
ENSG00000107554,DNMBP,0.42639983
ENSG00000107560,RAB11FIP2,0.8171564
ENSG00000107562,CXCL12,0.6684102
ENSG00000107566,ERLIN1,0.7321739
ENSG00000107581,EIF3A,0.9226969
ENSG00000107593,PKD2L1,0.094631255
ENSG00000107611,CUBN,0.44125527
ENSG00000107614,TRDMT1,0.20370984
ENSG00000107618,NA,0.52802193
ENSG00000107623,NA,0.47196263
ENSG00000107625,DDX50,0.6027517
ENSG00000107643,MAPK8,0.921815
ENSG00000107651,SEC23IP,0.6164537
ENSG00000107669,ATE1,0.66757685
ENSG00000107672,NSMCE4A,0.6243947
ENSG00000107679,PLEKHA1,0.51798797
ENSG00000107719,PALD1,0.32374293
ENSG00000107731,UNC5B,0.5404803
ENSG00000107736,CDH23,0.6075621
ENSG00000107738,C10orf54,0.47450912
ENSG00000107742,SPOCK2,0.70917857
ENSG00000107745,MICU1,0.29230118
ENSG00000107758,PPP3CB,0.9664725
ENSG00000107771,CCSER2,0.6715626
ENSG00000107779,BMPR1A,0.84341556
ENSG00000107789,MINPP1,0.5639506
ENSG00000107796,ACTA2,0.8656146
ENSG00000107798,LIPA,0.29928905
ENSG00000107807,TLX1,0.8320956
ENSG00000107815,C10orf2,0.6915723
ENSG00000107816,LZTS2,0.6879193
ENSG00000107819,SFXN3,0.28389043
ENSG00000107821,KAZALD1,0.2246635
ENSG00000107829,FBXW4,0.5919092
ENSG00000107831,FGF8,0.8549012
ENSG00000107833,NPM3,0.37508702
ENSG00000107854,TNKS2,0.699732
ENSG00000107859,PITX3,0.83755565
ENSG00000107862,GBF1,0.58939564
ENSG00000107863,ARHGAP21,0.8661025
ENSG00000107864,CPEB3,0.8781937
ENSG00000107872,FBXL15,0.60979474
ENSG00000107874,CUEDC2,0.6920027
ENSG00000107882,SUFU,0.95919544
ENSG00000107890,ANKRD26,0.35445535
ENSG00000107897,ACBD5,0.6705073
ENSG00000107902,LHPP,0.25319815
ENSG00000107929,LARP4B,0.93166655
ENSG00000107937,GTPBP4,0.91988635
ENSG00000107938,EDRF1,0.72885257
ENSG00000107949,BCCIP,0.48518276
ENSG00000107951,MTPAP,0.8668826
ENSG00000107954,NEURL1,0.7207233
ENSG00000107957,SH3PXD2A,0.79737896
ENSG00000107959,PITRM1,0.2530433
ENSG00000107960,OBFC1,0.2510956
ENSG00000107968,MAP3K8,0.8591834
ENSG00000107984,DKK1,0.64723265
ENSG00000108001,EBF3,0.9574861
ENSG00000108010,GLRX3,0.6826562
ENSG00000108018,SORCS1,0.76718324
ENSG00000108021,FAM208B,0.7389484
ENSG00000108039,XPNPEP1,0.7615329
ENSG00000108055,SMC3,0.9831548
ENSG00000108061,SHOC2,0.9595016
ENSG00000108064,TFAM,0.6554935
ENSG00000108091,CCDC6,0.85012555
ENSG00000108094,CUL2,0.9561956
ENSG00000108100,CCNY,0.84746104
ENSG00000108106,UBE2S,0.77710885
ENSG00000108107,RPL28,0.7330251
ENSG00000108175,ZMIZ1,0.88235044
ENSG00000108176,DNAJC12,0.19216454
ENSG00000108179,PPIF,0.3427843
ENSG00000108187,PBLD,0.25727046
ENSG00000108219,TSPAN14,0.87644887
ENSG00000108231,LGI1,0.92414695
ENSG00000108239,TBC1D12,0.6168976
ENSG00000108242,CYP2C18,0.13678217
ENSG00000108244,KRT23,0.13799965
ENSG00000108255,CRYBA1,0.40387863
ENSG00000108256,NUFIP2,0.92563355
ENSG00000108262,GIT1,0.89220357
ENSG00000108264,NA,0.46965855
ENSG00000108270,NA,0.27124703
ENSG00000108272,NA,0.30045533
ENSG00000108278,NA,0.18839514
ENSG00000108292,NA,0.89040864
ENSG00000108294,NA,0.87498873
ENSG00000108296,NA,0.41553265
ENSG00000108298,RPL19,0.94393045
ENSG00000108306,FBXL20,0.90777403
ENSG00000108309,RUNDC3A,0.7795638
ENSG00000108312,UBTF,0.9812629
ENSG00000108342,CSF3,0.61007947
ENSG00000108344,PSMD3,0.9513764
ENSG00000108349,CASC3,0.78702515
ENSG00000108352,RAPGEFL1,0.7447276
ENSG00000108370,RGS9,0.3703795
ENSG00000108375,RNF43,0.7722222
ENSG00000108379,WNT3,0.89280343
ENSG00000108381,ASPA,0.35949528
ENSG00000108384,RAD51C,0.18029165
ENSG00000108387,SEPT4,0.5828461
ENSG00000108389,MTMR4,0.84826267
ENSG00000108395,TRIM37,0.5324353
ENSG00000108405,P2RX1,0.33085734
ENSG00000108406,DHX40,0.7923038
ENSG00000108417,KRT37,0.09911251
ENSG00000108423,TUBD1,0.43663335
ENSG00000108424,KPNB1,0.97580343
ENSG00000108433,GOSR2,0.31629097
ENSG00000108439,PNPO,0.22787797
ENSG00000108443,RPS6KB1,0.8893413
ENSG00000108448,TRIM16L,0.22705734
ENSG00000108465,CDK5RAP3,0.2705502
ENSG00000108468,CBX1,0.94318223
ENSG00000108469,RECQL5,0.26576233
ENSG00000108474,PIGL,0.36669642
ENSG00000108479,GALK1,0.36098516
ENSG00000108506,INTS2,0.8215263
ENSG00000108509,CAMTA2,0.82559747
ENSG00000108510,MED13,0.98408675
ENSG00000108511,HOXB6,0.6230029
ENSG00000108515,ENO3,0.1286192
ENSG00000108518,PFN1,0.95788616
ENSG00000108523,RNF167,0.6766652
ENSG00000108528,SLC25A11,0.86323595
ENSG00000108551,RASD1,0.42250562
ENSG00000108556,CHRNE,0.25157386
ENSG00000108557,RAI1,0.92316043
ENSG00000108559,NUP88,0.44297338
ENSG00000108561,C1QBP,0.3732239
ENSG00000108576,SLC6A4,0.7392956
ENSG00000108578,BLMH,0.71904266
ENSG00000108582,CPD,0.7125522
ENSG00000108587,GOSR1,0.59432423
ENSG00000108588,CCDC47,0.53695595
ENSG00000108590,MED31,0.63479054
ENSG00000108591,DRG2,0.524561
ENSG00000108592,FTSJ3,0.7202372
ENSG00000108599,AKAP10,0.7447967
ENSG00000108602,ALDH3A1,0.13905966
ENSG00000108604,SMARCD2,0.6813647
ENSG00000108622,ICAM2,0.32862592
ENSG00000108639,SYNGR2,0.421283
ENSG00000108641,B9D1,0.49204528
ENSG00000108651,UTP6,0.48237807
ENSG00000108654,DDX5,0.96904874
ENSG00000108666,C17orf75,0.67137647
ENSG00000108669,CYTH1,0.93481785
ENSG00000108671,PSMD11,0.93936086
ENSG00000108679,LGALS3BP,0.20616871
ENSG00000108684,ASIC2,0.89592427
ENSG00000108688,CCL7,0.13290226
ENSG00000108691,CCL2,0.80454564
ENSG00000108700,CCL8,0.15503955
ENSG00000108702,CCL1,0.14047927
ENSG00000108733,PEX12,0.2154535
ENSG00000108753,NA,0.9255764
ENSG00000108759,KRT32,0.05349952
ENSG00000108771,DHX58,0.15413523
ENSG00000108773,KAT2A,0.80664045
ENSG00000108774,RAB5C,0.81118894
ENSG00000108784,NAGLU,0.4729594
ENSG00000108786,HSD17B1,0.18046486
ENSG00000108788,MLX,0.68909836
ENSG00000108797,CNTNAP1,0.69910234
ENSG00000108798,ABI3,0.34865367
ENSG00000108799,EZH1,0.7775408
ENSG00000108813,DLX4,0.4409175
ENSG00000108819,PPP1R9B,0.8596514
ENSG00000108821,COL1A1,0.9360564
ENSG00000108823,SGCA,0.49053377
ENSG00000108825,PTGES3L-AARSD1,0.292732
ENSG00000108826,MRPL27,0.34290582
ENSG00000108828,VAT1,0.5043242
ENSG00000108829,LRRC59,0.71207076
ENSG00000108830,RND2,0.37945223
ENSG00000108839,ALOX12,0.24001539
ENSG00000108840,HDAC5,0.92123973
ENSG00000108846,ABCC3,0.28157008
ENSG00000108848,LUC7L3,0.9684469
ENSG00000108849,PPY,0.31902605
ENSG00000108852,MPP2,0.4913659
ENSG00000108854,SMURF2,0.81894696
ENSG00000108861,DUSP3,0.70707613
ENSG00000108878,CACNG1,0.13014442
ENSG00000108883,EFTUD2,0.9556139
ENSG00000108924,HLF,0.91271615
ENSG00000108932,SLC16A6,0.60110766
ENSG00000108946,PRKAR1A,0.96927613
ENSG00000108947,EFNB3,0.7347282
ENSG00000108950,FAM20A,0.40247077
ENSG00000108953,YWHAE,0.962224
ENSG00000108960,MMD,0.6523881
ENSG00000108961,RANGRF,0.25309706
ENSG00000108963,DPH1,0.22431993
ENSG00000108984,MAP2K6,0.84944564
ENSG00000109016,DHRS7B,0.22867656
ENSG00000109046,WSB1,0.7029708
ENSG00000109047,RCVRN,0.10694653
ENSG00000109061,MYH1,0.1024254
ENSG00000109062,SLC9A3R1,0.38242292
ENSG00000109063,MYH3,0.5139446
ENSG00000109065,NAT9,0.30948448
ENSG00000109066,TMEM104,0.46383458
ENSG00000109072,VTN,0.25980616
ENSG00000109079,TNFAIP1,0.6796851
ENSG00000109083,IFT20,0.45645785
ENSG00000109084,TMEM97,0.30243027
ENSG00000109089,CDR2L,0.5138885
ENSG00000109099,PMP22,0.8561648
ENSG00000109101,FOXN1,0.79481053
ENSG00000109103,UNC119,0.38981855
ENSG00000109107,ALDOC,0.6893337
ENSG00000109111,SUPT6H,0.9531703
ENSG00000109113,RAB34,0.46938717
ENSG00000109118,PHF12,0.93364275
ENSG00000109132,PHOX2B,0.9464435
ENSG00000109133,TMEM33,0.50239754
ENSG00000109158,GABRA4,0.8226197
ENSG00000109163,GNRHR,0.40812778
ENSG00000109171,SLAIN2,0.78942084
ENSG00000109180,OCIAD1,0.43237597
ENSG00000109181,UGT2B10,0.10485321
ENSG00000109182,CWH43,0.14412248
ENSG00000109184,DCUN1D4,0.7839621
ENSG00000109189,USP46,0.8677629
ENSG00000109193,SULT1E1,0.21714872
ENSG00000109205,ODAM,0.08038938
ENSG00000109208,SMR3A,0.053288102
ENSG00000109220,CHIC2,0.82349473
ENSG00000109255,NMU,0.35666573
ENSG00000109265,KIAA1211,0.5808271
ENSG00000109270,LAMTOR3,0.6279892
ENSG00000109272,PF4V1,0.10973787
ENSG00000109320,NFKB1,0.93683374
ENSG00000109321,AREG,0.6605644
ENSG00000109323,MANBA,0.28317964
ENSG00000109332,UBE2D3,0.913535
ENSG00000109339,MAPK10,0.8051362
ENSG00000109381,ELF2,0.87055963
ENSG00000109390,NDUFC1,0.38572383
ENSG00000109424,UCP1,0.17266017
ENSG00000109436,TBC1D9,0.69955295
ENSG00000109445,ZNF330,0.6185006
ENSG00000109452,INPP4B,0.7567303
ENSG00000109458,GAB1,0.7849698
ENSG00000109466,KLHL2,0.915135
ENSG00000109471,IL2,0.71481663
ENSG00000109472,CPE,0.81707096
ENSG00000109475,RPL34,0.86672354
ENSG00000109501,WFS1,0.06391919
ENSG00000109511,ANXA10,0.11289269
ENSG00000109519,GRPEL1,0.6326883
ENSG00000109534,GAR1,0.4654516
ENSG00000109536,FRG1,0.27061713
ENSG00000109572,CLCN3,0.89702445
ENSG00000109576,AADAT,0.7539536
ENSG00000109586,GALNT7,0.61195064
ENSG00000109606,DHX15,0.9685399
ENSG00000109610,SOD3,0.4606828
ENSG00000109618,SEPSECS,0.34926915
ENSG00000109625,CPZ,0.044821978
ENSG00000109654,TRIM2,0.8506184
ENSG00000109667,SLC2A9,0.24338597
ENSG00000109670,FBXW7,0.89936435
ENSG00000109674,NEIL3,0.19555157
ENSG00000109680,TBC1D19,0.66049373
ENSG00000109684,CLNK,0.05908811
ENSG00000109685,WHSC1,0.9362303
ENSG00000109686,SH3D19,0.51896155
ENSG00000109689,STIM2,0.8343977
ENSG00000109705,NKX3-2,0.70637774
ENSG00000109736,MFSD10,0.17228425
ENSG00000109738,GLRB,0.6055336
ENSG00000109743,BST1,0.15860677
ENSG00000109756,RAPGEF2,0.8854302
ENSG00000109758,HGFAC,0.1963687
ENSG00000109762,SNX25,0.60703605
ENSG00000109771,LRP2BP,0.3682959
ENSG00000109775,UFSP2,0.40463156
ENSG00000109787,KLF3,0.88686067
ENSG00000109790,KLHL5,0.5679346
ENSG00000109794,FAM149A,0.4210568
ENSG00000109805,NCAPG,0.5462447
ENSG00000109814,UGDH,0.6716549
ENSG00000109819,PPARGC1A,0.8347789
ENSG00000109832,DDX25,0.22667944
ENSG00000109846,CRYAB,0.53676516
ENSG00000109851,DBX1,0.74973243
ENSG00000109854,HTATIP2,0.1398955
ENSG00000109861,CTSC,0.2685182
ENSG00000109881,CCDC34,0.24886048
ENSG00000109906,ZBTB16,0.93706465
ENSG00000109911,ELP4,0.30829883
ENSG00000109917,ZPR1,0.35165995
ENSG00000109919,MTCH2,0.667116
ENSG00000109920,FNBP4,0.9130136
ENSG00000109927,TECTA,0.5385151
ENSG00000109929,SC5D,0.493528
ENSG00000109943,CRTAM,0.16632712
ENSG00000109944,C11orf63,0.24513918
ENSG00000109956,B3GAT1,0.7618989
ENSG00000109971,HSPA8,0.9588671
ENSG00000109991,P2RX3,0.38516635
ENSG00000110002,VWA5A,0.099730134
ENSG00000110011,DNAJC4,0.14548683
ENSG00000110013,SIAE,0.30842042
ENSG00000110025,SNX15,0.35132962
ENSG00000110031,LPXN,0.48963392
ENSG00000110042,DTX4,0.73319626
ENSG00000110046,ATG2A,0.72571903
ENSG00000110047,EHD1,0.88329685
ENSG00000110048,OSBP,0.8723153
ENSG00000110057,UNC93B1,0.6591936
